"2349",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,7,2,6,2,NA,26,NA,2,4,1,5,5,5,NA,NA,6,4,1,2,NA,NA,NA,NA,NA,NA,NA,11,NA,1,NA,4,NA,NA,4,1,4,16,9,NA,1,NA,1,1,9,12,4,NA,23,NA,NA,55,9,2,2,NA,NA,2,NA,NA,8,8,8,5,23,11,28,53,29,5,4,NA,NA,2,8,10,NA,NA,NA,2,5,7,7,28,59,55,339,96,37,6,7,15,NA,2,2,NA,NA,NA,NA,NA,NA,2,12,19,8,12,17,20,119,158,61,25,1,3,NA,NA,2,NA,NA,6,4,19,33,18,29,85,158,136,33,30,1,1,4,3,1,NA,1,NA,11,22,30,34,28,72,119,13,44,14,NA,4,3,NA,NA,2,12,4,12,15,15,41,45,15,13,11,13,18,6,8,1,4,3,1,NA,2,24,29,23,6,10,8,11,7,2,19,NA,NA,NA,2,NA,11,11,10,15,12,55,9,17,13,5,6,2,NA,NA,NA,1,4,8,8,5,2,23,27,23,38,29,30,11,10,2,1,NA,NA,1,3,4,3,3,2,NA,14,8,32,11,46,23,16,6,1,NA,NA,NA,NA,NA,NA,1,6,NA,NA,22,15,11,8,18,29,14,2,NA,NA,NA,NA,NA,1,NA,NA,NA,4,5,11,11,39,13,4,2,11,2,13,NA,NA,2,NA,NA,2,2,2,6,14,6,18,11,6,4,NA,4,NA,NA,2,9,5,2,2,5,7,7,5,9,NA,1,NA,NA,1,NA,NA,1,2,NA,5,NA,NA,NA,4,9,6,NA,1,NA,NA,1,2,NA,NA,NA,2,2,NA,1,3,1,NA,NA,3,NA,5,1,NA,NA,NA,4,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,4,NA,1,1,NA,NA,2,1,NA,NA,NA,NA,NA,4,3,NA,NA,NA,1,1,NA,NA,6,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2350",NA,NA,NA,NA,2,4,NA,2,NA,NA,2,11,3,2,1,2,16,1,2,7,18,23,8,4,NA,NA,6,18,2,10,NA,NA,NA,NA,3,9,1,14,NA,NA,NA,1,10,NA,4,2,3,9,14,2,NA,NA,NA,2,18,6,3,NA,7,NA,NA,66,19,11,10,1,1,1,NA,NA,1,5,1,1,28,14,7,67,49,10,7,2,NA,1,9,6,NA,NA,NA,1,4,15,7,4,24,30,81,350,101,16,6,18,NA,3,7,NA,NA,NA,NA,NA,NA,NA,6,12,4,6,15,15,89,133,79,73,3,3,5,NA,5,NA,NA,5,6,19,29,27,32,47,135,109,87,40,2,1,3,13,6,NA,3,5,6,28,29,25,33,49,113,24,59,14,5,6,9,NA,NA,5,7,5,12,9,24,45,56,12,16,23,19,24,3,11,4,1,6,4,NA,9,20,17,27,12,36,27,6,18,15,8,NA,NA,1,NA,4,14,9,3,15,17,52,22,20,12,4,8,3,NA,NA,2,2,4,6,6,13,4,8,26,18,40,16,37,9,8,4,7,NA,NA,6,1,5,3,1,4,NA,11,16,28,11,40,32,12,10,18,2,NA,12,NA,NA,2,3,4,NA,3,21,33,7,4,11,28,11,1,2,NA,NA,NA,1,NA,NA,NA,NA,3,4,15,11,37,11,3,10,9,10,4,NA,NA,NA,3,NA,5,3,6,21,17,7,15,5,10,5,1,4,NA,3,NA,1,NA,6,3,7,2,2,7,17,2,NA,NA,5,1,NA,NA,2,NA,NA,1,NA,8,4,4,7,5,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,1,3,3,NA,NA,NA,2,NA,1,NA,NA,2,4,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,6,NA,NA,1,2,NA,4,2,NA,NA,NA,NA,NA,2,1,NA,3,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2351",1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,5,2,2,2,7,1,NA,4,24,27,6,2,NA,NA,9,6,2,2,NA,NA,NA,NA,1,10,NA,9,NA,NA,1,NA,6,NA,2,1,2,4,11,4,10,NA,NA,1,6,NA,2,NA,1,1,NA,49,11,1,7,1,1,3,NA,2,1,5,2,NA,10,10,4,63,51,5,7,NA,NA,2,11,10,NA,NA,NA,1,3,2,NA,8,17,11,37,67,224,17,9,13,NA,NA,5,NA,NA,NA,NA,NA,NA,2,2,7,4,5,15,10,54,113,72,69,1,NA,NA,1,5,1,NA,2,5,14,21,17,34,26,87,103,58,44,1,3,2,10,1,NA,1,2,7,9,29,17,17,29,75,45,45,16,1,9,2,NA,NA,4,5,4,20,11,13,18,40,15,21,37,17,30,NA,2,3,3,2,NA,NA,4,19,30,24,9,32,9,16,14,5,5,NA,NA,NA,2,4,7,7,7,6,13,52,13,8,7,4,7,2,1,NA,1,1,2,9,4,5,1,9,16,12,30,24,34,6,8,9,1,NA,1,1,NA,1,NA,1,1,NA,7,NA,19,10,23,18,8,10,1,1,NA,1,NA,NA,2,NA,4,NA,NA,12,18,8,15,11,16,9,2,1,NA,NA,NA,1,2,NA,NA,NA,NA,7,8,15,16,6,4,1,13,1,3,NA,NA,NA,NA,NA,1,1,1,5,17,NA,16,11,5,NA,NA,2,NA,NA,NA,1,NA,NA,NA,1,6,2,8,16,8,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,1,4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,2,2,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2352",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8,NA,1,2,15,NA,NA,1,NA,6,1,3,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,5,1,3,5,2,2,NA,NA,NA,2,2,1,NA,1,2,1,10,17,2,11,NA,NA,2,NA,6,1,NA,NA,2,2,NA,NA,1,7,2,9,11,28,85,5,9,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,5,5,21,17,12,53,4,3,2,3,3,NA,NA,NA,NA,2,2,2,9,7,25,45,30,28,2,NA,1,4,5,NA,NA,NA,2,1,2,4,NA,10,28,8,20,6,4,4,4,NA,NA,1,NA,1,3,4,7,4,16,7,4,7,12,14,4,7,5,1,3,NA,NA,1,7,6,6,3,13,3,6,9,13,4,NA,NA,NA,1,4,1,1,1,NA,1,16,7,7,4,9,8,3,NA,NA,NA,1,NA,3,2,6,NA,1,2,1,6,9,7,14,8,3,1,NA,NA,1,NA,NA,1,NA,1,NA,1,2,3,4,2,5,3,8,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,7,2,8,3,6,6,2,2,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,4,4,3,1,1,2,3,NA,NA,NA,NA,NA,NA,2,NA,4,4,2,7,2,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,5,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2353",1,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,4,NA,3,9,NA,NA,NA,2,NA,6,9,NA,NA,NA,2,3,5,2,NA,NA,NA,NA,NA,3,NA,4,NA,NA,1,NA,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,6,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,4,5,2,16,2,NA,1,4,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,12,11,3,5,63,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,NA,3,5,25,6,14,10,14,2,NA,3,NA,NA,1,NA,1,1,2,1,NA,5,9,7,25,6,NA,2,4,6,NA,1,NA,1,5,2,2,1,NA,7,2,13,5,NA,1,3,2,NA,1,1,3,2,1,2,4,5,1,NA,1,1,4,1,2,2,2,1,NA,NA,1,8,1,3,1,5,1,1,4,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,1,10,NA,1,NA,NA,NA,NA,7,1,2,NA,NA,1,NA,1,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,1,NA,2,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2,1,NA,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,1,1,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,3,NA,NA,1,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2354",6,NA,NA,NA,1,NA,NA,1,NA,3,NA,2,2,NA,1,NA,8,1,1,4,4,4,8,2,NA,NA,4,4,1,1,NA,NA,NA,NA,NA,1,NA,18,NA,NA,NA,NA,1,NA,7,15,9,1,9,NA,2,NA,NA,1,22,14,9,NA,NA,1,NA,16,2,1,6,NA,2,2,NA,1,15,4,2,1,8,7,NA,2,19,3,12,NA,NA,2,4,3,NA,NA,NA,8,10,11,8,11,17,8,21,13,17,6,16,202,NA,NA,1,NA,NA,NA,NA,NA,NA,6,17,14,4,10,5,14,12,27,23,14,4,43,NA,NA,3,1,NA,8,15,18,30,13,10,21,54,30,27,24,9,14,7,8,1,NA,5,3,6,19,37,16,23,23,55,9,31,26,1,7,8,2,NA,NA,5,15,15,25,13,22,38,32,13,33,53,21,6,7,1,3,8,7,NA,4,38,21,31,9,20,11,9,42,5,1,NA,NA,1,2,5,9,11,11,19,13,59,22,33,14,7,7,3,3,NA,NA,4,2,12,17,7,5,28,39,28,78,60,84,21,12,9,16,NA,2,11,4,2,6,4,1,NA,32,19,43,23,117,131,47,43,15,6,NA,4,5,1,NA,1,5,3,3,58,47,27,26,77,91,47,15,15,NA,NA,NA,2,NA,NA,NA,1,NA,19,50,52,76,32,17,23,60,13,16,NA,NA,3,2,NA,1,5,1,29,45,17,59,22,52,13,2,15,NA,3,2,1,5,2,NA,23,15,16,44,50,34,23,3,2,5,NA,NA,4,4,NA,2,6,7,10,16,36,20,1,NA,NA,NA,1,3,NA,NA,NA,2,4,NA,19,13,14,4,1,5,NA,2,1,4,NA,NA,5,6,11,1,NA,2,NA,NA,NA,NA,NA,1,4,2,6,NA,NA,NA,NA,8,NA,3,NA,1,NA,12,11,1,1,NA,NA,NA,11,24,NA,2,NA,2,1,NA,NA,20,3,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"2355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2356",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,1,NA,1,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,1,NA,NA,NA,3,8,NA,NA,1,NA,NA,NA,NA,2,5,3,1,1,1,NA,NA,NA,4,2,NA,NA,1,NA,NA,NA,2,NA,NA,1,1,6,NA,NA,NA,2,5,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,10,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,NA,6,1,NA,6,12,4,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,5,8,1,2,1,NA,1,30,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,2,3,4,6,6,1,2,NA,NA,9,NA,NA,NA,1,1,1,NA,NA,5,6,4,2,3,2,1,3,5,5,1,1,1,NA,2,8,1,NA,2,3,NA,5,NA,NA,NA,2,18,NA,NA,NA,2,1,NA,1,NA,5,NA,NA,2,NA,6,NA,3,5,1,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,2,5,5,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,3,1,1,NA,NA,7,NA,NA,NA,1,NA,3,NA,NA,1,1,NA,NA,4,NA,1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,1,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
